City,PM2.5,PM10,NO2,SO2,CO,O3,AQI
Mumbai,213.2,430.2,95.5,99.6,3.97,133.5,367.5
Chennai,256.3,22.4,19.3,41.5,7.58,99.8,482.1
Kolkata,409.9,377.4,9.8,78.0,6.86,129.0,223.1
Bangalore,44.7,214.5,62.5,65.1,2.02,166.6,387.4
Delhi,478.4,263.2,67.0,53.9,2.6,53.1,143.6
Mumbai,36.2,113.0,47.1,54.9,6.05,41.7,80.9
Chennai,349.9,567.1,41.1,97.3,6.97,187.8,395.0
Kolkata,481.4,504.7,140.8,66.9,2.11,55.4,113.9
Bangalore,17.9,25.5,120.3,77.0,6.29,138.2,220.3
Delhi,280.2,484.9,59.7,47.7,2.59,84.1,264.6
Mumbai,296.5,95.4,137.2,24.7,7.34,39.0,30.9
Chennai,102.5,537.9,142.7,61.2,6.46,154.2,443.4
Kolkata,156.6,329.4,115.7,82.5,4.73,136.3,438.6
Bangalore,401.4,161.9,92.2,97.4,7.81,150.1,454.2
Delhi,373.5,308.3,51.0,66.6,5.16,139.6,292.7
Mumbai,483.0,590.1,13.9,34.1,1.44,147.4,415.9
Chennai,58.7,225.1,60.8,89.0,9.75,128.3,389.3
Kolkata,316.3,65.4,87.9,6.2,0.42,4.9,219.6
Bangalore,446.3,46.7,133.7,28.5,0.32,2.2,328.4
Delhi,431.8,411.4,59.3,48.3,1.73,42.5,96.3
Mumbai,425.6,290.7,78.8,48.9,4.36,100.1,135.7
Chennai,275.3,182.8,82.4,1.2,4.13,41.7,184.5
Kolkata,324.2,302.2,52.2,42.3,1.79,185.9,297.8
Bangalore,178.9,144.2,135.0,2.8,4.63,35.2,177.6
Delhi,174.1,138.8,55.1,62.5,0.63,89.8,456.6
Mumbai,322.4,247.7,25.8,4.8,5.59,168.0,202.2
Chennai,168.4,407.2,116.8,28.6,9.55,154.6,260.2
Kolkata,336.0,426.2,50.9,31.9,3.17,103.2,283.9
Bangalore,297.9,116.6,36.1,65.4,1.98,31.2,94.2
Delhi,204.0,223.0,145.1,10.0,5.63,115.0,304.4
Mumbai,311.6,526.6,99.5,18.4,2.74,55.3,222.9
Chennai,288.0,86.2,15.3,12.2,1.33,93.8,73.3
Kolkata,205.0,121.8,87.3,52.1,0.58,67.4,197.2
Bangalore,499.0,80.6,6.8,53.5,3.68,194.7,280.2
Delhi,409.7,127.0,17.0,35.9,1.57,134.9,372.4
Mumbai,400.9,485.3,96.1,57.5,5.41,91.0,199.8
Chennai,143.0,326.6,35.3,43.9,3.54,59.9,334.4
Kolkata,121.7,588.4,78.7,51.3,2.38,19.0,147.4
Bangalore,350.8,433.6,22.2,87.5,0.69,119.9,185.0
Delhi,315.1,221.1,106.6,17.8,7.95,59.7,3.2
Mumbai,353.1,180.7,17.3,43.5,2.26,21.3,199.2
Chennai,284.1,173.8,89.2,53.2,0.68,25.4,40.0
Kolkata,294.4,212.5,87.1,92.7,6.03,64.3,181.9
Bangalore,240.2,560.8,12.0,18.7,6.92,180.4,146.5
Delhi,357.1,118.7,29.3,90.2,2.83,93.7,251.8
Mumbai,432.3,72.0,146.9,25.4,4.67,159.3,198.3
Chennai,267.6,565.3,112.7,34.2,6.13,31.6,372.0
Kolkata,412.5,484.4,27.5,86.6,1.89,12.9,162.4
Bangalore,277.2,369.3,116.0,4.8,6.85,196.2,310.6
Delhi,302.2,307.0,40.9,28.5,6.05,118.7,471.8
Mumbai,147.5,379.9,70.1,96.9,8.82,14.6,128.9
Chennai,436.7,571.2,74.2,95.4,5.35,188.5,232.5
Kolkata,259.1,344.7,139.6,11.6,2.86,197.9,292.5
Bangalore,217.5,332.1,23.6,83.0,2.37,19.6,165.0
Delhi,446.7,238.0,94.4,52.3,6.61,6.3,250.9
Mumbai,49.6,27.4,139.8,30.9,9.82,61.8,423.4
Chennai,285.8,306.8,73.5,7.2,7.24,15.9,50.9
Kolkata,220.5,568.0,24.8,79.6,8.21,82.9,99.9
Bangalore,404.9,328.4,79.2,4.2,1.98,41.2,491.9
Delhi,79.8,423.5,23.0,50.2,6.21,125.2,353.8
Mumbai,181.8,21.8,91.5,9.6,4.93,173.9,205.8
Chennai,194.0,409.3,45.6,82.8,1.61,8.7,475.5
Kolkata,224.0,159.9,112.9,29.4,2.35,133.3,332.8
Bangalore,189.6,80.9,85.6,24.0,4.18,144.7,472.9
Delhi,161.4,16.7,98.4,32.6,6.56,37.5,322.5
Mumbai,196.7,518.2,107.6,99.5,8.1,39.2,370.3
Chennai,15.5,465.5,32.6,43.3,6.04,186.4,233.8
Kolkata,335.8,550.3,51.8,78.2,9.25,171.4,202.0
Bangalore,75.9,80.9,18.7,43.2,4.89,190.1,299.4
Delhi,102.6,334.3,82.1,32.6,7.69,129.5,35.3
Mumbai,132.7,542.4,118.5,55.8,9.51,143.9,147.1
Chennai,342.2,524.5,54.3,47.9,2.43,22.2,124.4
Kolkata,65.3,62.5,43.9,77.6,4.69,158.8,246.6
Bangalore,279.1,297.6,75.9,87.0,9.65,81.8,386.6
Delhi,406.7,265.0,89.6,39.9,5.57,140.2,144.0
Mumbai,473.0,95.7,73.5,31.3,3.47,21.8,143.1
Chennai,114.0,456.2,32.3,86.9,6.95,100.4,60.6
Kolkata,434.1,87.1,14.3,74.4,8.06,191.3,56.1
Bangalore,272.4,417.7,13.3,80.1,1.98,91.3,209.9
Delhi,434.8,175.9,141.4,57.0,2.79,138.8,190.5
Mumbai,260.0,184.0,7.7,99.3,2.52,1.7,438.1
Chennai,419.5,13.6,110.2,85.4,6.6,189.3,320.9
Kolkata,234.0,73.6,38.0,20.9,1.43,102.2,458.7
Bangalore,494.5,265.5,60.7,91.3,9.5,23.7,458.4
Delhi,404.5,162.3,11.3,2.6,4.9,82.7,471.1
Mumbai,145.2,136.8,135.6,83.7,7.39,38.5,477.4
Chennai,119.3,32.6,81.2,62.1,6.77,121.7,137.0
Kolkata,75.7,459.0,17.5,5.4,0.58,86.4,365.6
Bangalore,459.6,519.6,89.7,82.1,2.42,48.3,131.9
Delhi,32.9,219.3,69.3,90.3,4.8,120.7,434.5
Mumbai,199.7,262.7,137.8,81.4,8.88,104.1,173.1
Chennai,262.7,105.5,147.5,34.2,8.44,199.8,491.0
Kolkata,498.4,301.7,69.8,71.9,6.29,19.1,270.8
Bangalore,240.8,19.6,147.3,27.4,8.29,107.7,152.3
Delhi,69.6,427.9,57.2,42.5,7.82,196.3,425.3
Mumbai,300.9,544.4,8.2,7.1,5.11,84.2,417.9
Chennai,483.8,145.4,138.2,48.2,9.83,19.7,253.8
Kolkata,227.6,76.1,35.4,11.3,0.36,29.7,180.3
Bangalore,25.5,308.0,85.9,84.1,8.84,61.9,364.3
Delhi,224.3,566.6,132.9,74.9,2.73,23.6,112.0
Mumbai,217.7,36.1,50.9,5.3,3.14,69.8,378.0
Chennai,418.1,174.6,134.3,52.3,5.36,36.5,192.8
Kolkata,89.4,24.8,47.2,34.1,6.64,96.7,166.9
Bangalore,465.5,254.6,72.5,73.6,3.73,155.0,381.3
Delhi,476.3,580.5,14.0,57.8,0.65,163.8,186.9
Mumbai,45.6,457.7,143.2,86.5,8.88,64.8,370.7
Chennai,280.2,250.0,36.8,71.2,5.29,47.7,184.0
Kolkata,231.5,551.8,74.9,33.4,3.29,89.5,343.4
Bangalore,393.7,157.2,9.2,97.0,4.44,132.8,186.1
Delhi,492.7,587.1,124.2,85.5,3.69,46.6,424.0
Mumbai,446.3,584.9,40.8,86.1,1.57,77.9,96.9
Chennai,111.8,387.5,27.8,82.8,2.08,151.6,416.7
Kolkata,419.7,262.1,2.7,34.7,9.82,157.9,350.4
Bangalore,407.1,329.8,52.1,35.2,4.05,122.4,244.4
Delhi,280.9,278.2,51.8,7.2,4.23,194.9,406.2
Mumbai,390.1,81.2,12.3,61.5,5.14,187.8,74.4
Chennai,205.8,115.6,124.0,68.4,2.65,45.9,112.8
Kolkata,207.8,70.4,11.2,89.3,9.08,188.1,447.0
Bangalore,334.3,434.5,138.8,44.4,2.99,137.7,281.6
Delhi,202.9,452.9,86.9,28.7,8.68,153.8,10.3
Mumbai,184.3,410.8,24.7,9.6,9.33,174.6,231.9
Chennai,246.5,32.9,76.5,22.8,4.12,119.6,164.3
Kolkata,415.1,313.4,99.0,94.3,6.03,186.1,135.7
Bangalore,69.8,123.1,119.2,4.8,3.71,184.2,244.3
Delhi,353.7,483.6,41.9,35.9,5.3,42.6,231.6
Mumbai,322.3,93.8,126.5,80.8,1.47,134.1,375.1
Chennai,52.4,196.6,61.4,28.5,9.49,31.9,324.7
Kolkata,479.8,428.7,141.9,40.2,8.69,191.1,364.0
Bangalore,305.2,164.1,140.3,82.5,0.14,44.3,376.4
Delhi,80.6,58.8,121.6,20.2,0.23,156.1,455.2
Mumbai,152.0,18.5,22.5,89.2,5.92,10.5,352.4
Chennai,494.9,451.7,46.2,98.7,4.98,124.8,28.6
Kolkata,486.2,207.2,54.5,86.7,4.74,71.3,136.9
Bangalore,87.3,316.2,48.3,62.3,3.14,66.1,218.2
Delhi,7.6,343.4,139.5,23.8,8.44,90.9,333.7
Mumbai,188.2,80.7,132.5,20.0,1.02,33.1,275.6
Chennai,280.8,368.3,102.1,43.5,3.1,13.6,363.9
Kolkata,136.5,350.9,141.5,43.8,3.29,86.5,159.7
Bangalore,207.0,72.6,99.0,38.6,6.25,187.7,147.0
Delhi,79.8,287.3,142.4,15.7,0.01,125.2,0.6
Mumbai,59.0,376.9,129.7,99.2,5.24,23.7,194.8
Chennai,219.0,462.6,20.2,24.5,1.36,101.0,369.4
Kolkata,366.9,299.2,73.6,50.1,8.88,121.4,403.9
Bangalore,79.4,409.6,144.9,88.2,0.06,178.6,243.7
Delhi,293.8,599.8,95.3,37.2,7.41,155.1,291.2
Mumbai,463.8,340.1,23.4,25.7,8.31,77.5,343.5
Chennai,160.9,532.2,105.6,23.0,8.36,104.6,451.7
Kolkata,478.3,197.1,20.4,59.0,6.19,155.4,145.3
Bangalore,430.5,505.1,121.3,0.5,8.23,150.5,82.3
Delhi,478.6,153.2,12.6,71.3,5.98,98.8,379.4
Mumbai,484.7,382.6,126.0,98.7,1.45,68.3,282.4
Chennai,21.8,174.9,12.8,95.8,3.64,77.0,319.7
Kolkata,394.3,172.6,88.4,80.0,6.9,156.7,192.9
Bangalore,280.0,428.0,17.5,38.1,6.83,181.8,478.0
Delhi,382.5,272.6,38.2,0.6,2.25,79.1,294.6
Mumbai,109.1,286.6,147.8,48.4,1.1,48.5,220.8
Chennai,85.6,32.7,34.2,97.8,6.39,66.3,358.1
Kolkata,57.7,190.4,64.7,6.9,3.77,188.6,110.2
Bangalore,229.9,497.2,15.1,6.2,4.72,46.2,49.1
Delhi,43.2,566.1,11.7,85.2,4.53,80.6,157.7
Mumbai,243.1,348.4,31.1,12.8,0.59,104.2,166.7
Chennai,87.9,90.7,111.0,7.7,4.94,70.1,257.5
Kolkata,409.7,295.0,120.1,59.4,9.91,164.6,139.8
Bangalore,418.5,546.9,18.7,64.9,2.45,186.3,183.5
Delhi,224.0,535.1,73.0,2.6,6.18,12.9,340.9
Mumbai,256.3,83.9,49.4,9.4,3.61,87.0,303.6
Chennai,243.1,217.2,97.4,78.7,0.71,115.2,442.9
Kolkata,100.8,559.9,140.6,66.4,1.69,68.8,183.1
Bangalore,287.7,297.0,75.0,27.2,10.0,199.6,51.6
Delhi,213.9,171.8,76.9,42.7,4.99,31.3,406.2
Mumbai,403.7,28.2,10.0,90.8,7.12,105.1,132.7
Chennai,243.6,567.2,56.3,31.3,8.67,82.0,2.7
Kolkata,179.1,531.4,30.0,24.5,6.64,112.3,335.8
Bangalore,54.9,468.3,3.1,34.1,9.29,46.8,445.2
Delhi,305.0,427.7,21.9,78.3,1.97,150.4,195.9
Mumbai,211.3,21.9,79.3,84.5,0.15,30.3,247.3
Chennai,336.3,208.1,9.9,40.9,9.72,139.0,389.2
Kolkata,17.6,60.9,39.7,3.0,4.03,41.7,334.2
Bangalore,158.2,404.6,83.4,82.8,1.11,195.5,50.1
Delhi,174.2,423.2,78.2,20.8,4.55,133.0,432.8
Mumbai,192.2,556.9,52.8,61.4,1.66,78.0,274.6
Chennai,494.3,307.8,100.0,4.4,3.48,138.7,225.6
Kolkata,28.1,444.1,130.0,52.1,7.24,190.5,433.4
Bangalore,45.0,339.0,25.2,98.0,9.53,2.2,87.9
Delhi,60.5,478.1,83.3,20.2,4.75,95.0,12.0
Mumbai,236.0,107.8,11.8,91.1,6.75,181.6,40.5
Chennai,258.6,166.0,53.9,48.7,8.94,6.9,356.8
Kolkata,303.2,406.1,120.1,1.7,4.08,122.1,160.3
Bangalore,165.8,375.7,41.8,41.4,2.11,149.0,49.4
Delhi,310.6,501.8,132.8,36.9,2.31,82.2,284.1
Mumbai,327.0,305.6,67.5,12.3,1.2,78.6,139.6
Chennai,324.4,386.9,120.4,86.6,9.45,60.0,40.3
Kolkata,313.9,388.9,23.9,23.3,2.56,17.4,326.9
Bangalore,59.1,309.3,78.0,61.9,5.27,16.8,193.7
Delhi,317.1,511.4,73.9,10.9,3.69,101.0,322.0
Mumbai,377.5,353.0,121.9,78.9,0.3,78.2,434.5
Chennai,136.6,305.6,92.0,39.8,5.54,78.8,261.3
Kolkata,188.3,459.1,111.3,4.0,2.21,8.7,384.2
Bangalore,360.2,554.3,66.9,14.5,0.56,165.8,385.6
Delhi,85.4,146.6,135.6,54.7,5.69,167.4,21.1
Mumbai,186.1,201.8,99.5,41.2,1.63,3.8,345.3
Chennai,413.3,251.1,57.1,59.6,0.41,164.9,124.8
Kolkata,490.2,395.7,63.4,38.8,2.7,159.1,150.9
Bangalore,140.2,440.7,45.7,74.6,4.49,119.8,235.9
Delhi,447.7,66.5,136.5,99.3,5.42,102.4,498.2
Mumbai,234.4,287.3,52.1,45.8,4.54,153.6,489.9
Chennai,375.6,221.0,28.3,92.6,9.17,125.5,345.4
Kolkata,378.6,173.8,109.0,7.1,7.12,192.0,3.2
Bangalore,366.2,69.5,70.9,95.5,9.25,149.6,286.2
Delhi,109.5,442.0,97.4,28.1,4.04,108.9,258.4
Mumbai,138.5,535.9,53.4,83.1,9.14,40.5,11.5
Chennai,441.3,137.2,35.0,62.5,8.07,20.3,193.3
Kolkata,135.9,35.3,22.6,12.0,5.03,84.6,223.9
Bangalore,338.8,310.3,27.8,58.0,9.39,148.4,166.7
Delhi,243.5,155.1,68.7,73.3,4.08,48.7,466.0
Mumbai,278.6,129.9,29.1,12.7,5.35,38.2,181.4
Chennai,93.7,215.2,57.8,38.2,6.06,174.5,200.3
Kolkata,91.6,170.7,17.3,9.0,3.48,174.3,70.6
Bangalore,19.6,168.9,81.9,62.6,1.8,194.8,237.8
Delhi,312.7,546.8,35.6,38.4,9.69,74.3,83.9
Mumbai,98.2,166.0,62.1,37.8,3.5,0.6,121.5
Chennai,326.3,386.2,24.2,1.6,0.48,163.3,213.6
Kolkata,487.6,540.0,54.8,92.8,4.22,50.0,313.0
Bangalore,106.3,404.2,132.8,21.5,7.51,111.1,252.4
Delhi,184.1,453.3,142.5,43.9,1.96,76.4,494.5
Mumbai,454.4,97.1,45.0,87.8,0.68,183.0,41.0
Chennai,28.9,506.8,41.3,68.5,7.11,122.6,190.1
Kolkata,357.3,42.2,120.7,57.2,8.07,21.1,120.9
Bangalore,408.8,51.5,97.1,6.5,3.82,58.0,187.9
Delhi,34.0,423.9,142.8,6.7,7.29,196.4,300.5
Mumbai,38.3,562.5,110.1,94.4,4.61,16.8,220.9
Chennai,437.7,149.1,108.0,68.9,5.49,159.0,396.1
Kolkata,441.0,343.4,70.1,25.7,5.38,189.7,191.8
Bangalore,256.1,412.6,118.1,91.5,9.45,50.8,3.3
Delhi,260.0,51.3,111.8,41.0,9.86,84.3,338.7
Mumbai,351.7,425.4,130.3,37.8,4.09,119.7,247.4
Chennai,39.7,448.3,117.3,43.1,7.9,74.6,108.3
Kolkata,479.7,576.6,93.5,55.4,3.26,11.9,65.5
Bangalore,288.7,414.1,6.3,76.2,4.32,82.0,498.1
Delhi,75.7,560.5,19.9,26.9,4.7,109.3,410.6
Mumbai,32.2,409.3,62.2,77.8,2.05,23.4,273.5
Chennai,412.3,371.5,134.7,82.9,6.61,140.3,401.5
Kolkata,1.5,543.7,91.5,74.8,8.79,66.5,187.8
Bangalore,452.1,574.7,107.4,6.8,5.29,9.3,134.1
Delhi,104.4,45.7,33.7,28.7,1.74,121.7,490.4
Mumbai,281.5,220.7,115.0,19.9,0.06,130.2,153.3
Chennai,51.0,456.8,50.5,13.1,4.02,58.9,473.2
Kolkata,110.5,339.4,74.1,49.9,1.34,79.4,462.1
Bangalore,482.6,533.9,109.1,73.6,3.54,31.1,488.6
Delhi,25.4,488.3,7.5,82.3,0.09,32.3,310.3
Mumbai,348.7,110.0,13.2,97.6,8.4,105.4,409.9
Chennai,339.5,216.5,92.8,36.8,6.51,171.3,61.7
Kolkata,212.5,211.4,3.0,32.5,5.36,10.4,77.6
Bangalore,319.2,147.9,43.7,26.8,0.23,1.1,263.4
Delhi,36.4,16.9,123.8,98.5,9.45,87.7,256.5
Mumbai,295.4,456.4,53.2,88.4,8.43,122.7,154.8
Chennai,189.5,527.4,147.2,59.0,1.63,55.8,406.7
Kolkata,262.9,547.7,17.3,47.8,5.66,34.6,482.3
Bangalore,456.5,73.9,94.2,96.5,6.18,34.5,493.9
Delhi,91.4,574.6,76.8,62.0,3.22,29.1,371.9
Mumbai,327.9,483.1,33.3,5.8,3.07,167.6,282.6
Chennai,163.2,113.1,7.1,87.4,0.66,89.4,402.4
Kolkata,23.8,346.1,84.2,42.6,2.17,167.3,269.3
Bangalore,196.8,346.8,5.7,95.8,7.86,81.4,142.9
Delhi,441.1,305.7,71.5,23.3,0.76,57.1,105.9
Mumbai,226.4,518.7,48.4,97.8,0.65,9.0,259.4
Chennai,72.6,354.6,148.3,59.4,5.3,22.8,109.0
Kolkata,425.6,34.4,33.1,65.8,4.49,22.0,235.1
Bangalore,127.0,492.4,3.5,66.9,9.78,94.0,107.1
Delhi,267.0,140.4,55.5,15.1,3.05,2.5,461.5
Mumbai,267.4,284.5,87.0,98.0,3.37,177.2,337.1
Chennai,442.4,276.5,83.9,83.6,9.92,39.8,336.6
Kolkata,63.7,482.4,127.0,86.9,2.63,136.6,65.9
Bangalore,381.9,363.8,103.8,35.2,5.03,4.5,90.8
Delhi,188.8,168.2,40.9,22.8,6.33,170.2,296.7
Mumbai,195.3,249.6,52.8,88.1,9.57,133.0,432.6
Chennai,35.4,437.2,104.7,53.4,4.45,65.4,379.3
Kolkata,96.5,10.0,118.7,97.9,5.84,164.3,438.8
Bangalore,381.1,353.5,91.6,0.9,8.74,129.0,107.3
Delhi,447.1,402.2,133.4,56.7,8.58,128.1,142.9
Mumbai,354.4,51.8,32.8,38.3,2.84,24.8,402.9
Chennai,269.8,282.9,26.0,84.5,1.68,124.6,134.3
Kolkata,115.4,344.9,139.5,22.0,8.77,185.9,393.2
Bangalore,258.3,142.0,140.5,5.8,9.25,21.5,176.9
Delhi,475.7,108.5,44.5,10.3,2.12,64.2,415.1
Mumbai,257.3,323.2,49.1,68.1,6.15,175.6,278.0
Chennai,493.0,180.3,3.7,75.0,9.11,29.9,274.2
Kolkata,421.0,322.5,30.7,41.4,8.05,15.5,158.8
Bangalore,95.1,437.9,149.1,52.1,6.89,16.9,471.1
Delhi,433.2,258.6,121.4,97.8,6.53,0.3,391.9
Mumbai,10.8,335.3,139.9,65.0,0.38,166.6,134.9
Chennai,168.6,341.5,131.4,50.8,4.45,28.7,384.5
Kolkata,39.7,463.7,47.5,70.7,6.76,15.3,479.8
Bangalore,186.5,488.8,85.3,4.1,9.13,196.0,297.6
Delhi,48.6,235.9,98.7,4.9,2.19,72.2,415.9
Mumbai,220.5,527.4,68.4,32.8,7.38,73.4,345.4
Chennai,259.3,130.6,22.7,96.4,9.23,43.6,219.1
Kolkata,137.6,216.1,115.8,77.9,8.44,166.8,84.8
Bangalore,260.0,125.6,92.9,18.4,4.18,185.8,37.1
Delhi,87.3,523.6,64.9,53.7,6.35,75.2,495.5
Mumbai,344.7,385.7,127.3,81.7,1.03,36.3,172.9
Chennai,351.0,104.4,23.0,86.6,0.59,59.8,8.7
Kolkata,103.0,0.5,2.1,88.4,4.42,168.0,408.3
Bangalore,374.6,2.6,139.9,58.9,0.38,27.7,37.1
Delhi,26.6,408.8,46.8,19.2,5.55,188.1,125.4
Mumbai,236.8,358.7,51.2,13.3,9.58,109.4,318.0
Chennai,67.2,561.0,129.1,96.3,4.59,7.5,361.1
Kolkata,494.4,367.8,64.7,64.5,3.92,156.0,7.0
Bangalore,437.1,497.5,24.2,15.8,7.28,58.4,227.0
Delhi,153.1,231.5,40.8,5.7,9.29,4.2,161.0
Mumbai,360.6,385.5,29.2,37.5,3.84,192.9,183.7
Chennai,472.9,134.7,144.2,75.7,7.13,18.6,446.5
Kolkata,5.1,94.8,79.3,59.2,5.85,196.3,95.8
Bangalore,475.1,547.6,114.5,90.2,9.98,188.8,235.6
Delhi,440.3,63.6,112.5,85.5,6.66,134.6,352.8
Mumbai,224.7,585.3,16.5,72.0,0.47,104.8,133.8
Chennai,254.1,12.3,147.2,94.5,7.86,197.2,437.6
Kolkata,466.0,70.0,63.8,37.7,6.83,179.1,353.5
Bangalore,76.4,96.4,116.2,90.5,0.95,5.7,411.3
Delhi,112.5,506.4,46.8,95.8,2.72,175.3,187.5
Mumbai,403.3,151.4,36.8,20.2,3.87,112.8,483.1
Chennai,432.0,164.6,16.2,24.8,2.86,186.4,263.0
Kolkata,201.8,449.8,51.3,6.5,4.25,114.5,309.9
Bangalore,317.4,74.2,143.6,61.2,0.89,146.3,218.1
Delhi,306.3,551.0,74.7,98.6,0.07,199.7,451.2
Mumbai,225.8,363.8,65.6,64.0,3.53,78.3,363.4
Chennai,140.8,22.4,90.4,1.4,3.17,196.0,78.5
Kolkata,72.1,540.3,30.3,84.1,8.65,30.9,356.9
Bangalore,324.2,488.7,7.0,21.8,1.66,177.4,145.8
Delhi,400.6,200.4,142.5,88.7,1.28,86.7,20.6
Mumbai,96.0,591.9,145.8,2.3,8.13,141.3,76.6
Chennai,437.8,414.1,144.1,29.2,7.32,128.3,50.3
Kolkata,138.1,110.8,109.5,58.9,0.58,77.5,419.9
Bangalore,370.6,243.5,43.7,61.4,7.58,133.4,27.7
Delhi,362.0,299.3,33.9,36.3,2.75,117.7,110.4
Mumbai,296.8,4.9,86.0,61.6,4.72,71.4,354.8
Chennai,438.9,285.6,94.0,40.3,8.82,157.3,399.0
Kolkata,203.0,565.8,148.7,96.9,5.95,150.3,171.8
Bangalore,266.9,216.1,98.5,42.8,7.15,25.8,38.8
Delhi,416.8,404.3,52.0,56.7,6.68,190.8,323.0
Mumbai,394.5,69.7,12.2,94.9,2.55,179.8,295.5
Chennai,484.5,98.8,28.2,34.8,8.2,67.5,226.8
Kolkata,12.8,470.6,17.4,5.7,6.21,69.2,328.8
Bangalore,463.2,554.0,73.7,4.7,9.97,165.2,286.5
Delhi,17.5,306.7,111.8,22.2,4.64,155.8,41.4
Mumbai,4.3,109.9,124.6,7.8,3.12,169.8,268.2
Chennai,432.4,591.8,65.3,18.0,6.53,39.4,27.4
Kolkata,197.0,488.2,82.1,81.5,9.25,50.0,16.8
Bangalore,459.8,107.4,37.8,54.7,7.49,0.4,66.9
Delhi,409.2,228.1,108.2,92.0,4.27,131.6,173.0
Mumbai,487.0,286.8,109.4,16.8,5.19,24.5,87.6
Chennai,376.3,363.2,67.3,69.9,8.47,171.8,60.7
Kolkata,271.9,314.1,82.8,70.4,9.19,135.3,190.1
Bangalore,286.1,323.8,1.1,77.1,4.58,137.3,361.4
Delhi,415.0,129.4,62.5,75.2,2.7,77.3,181.8
Mumbai,258.5,324.1,63.0,2.7,4.47,127.6,493.3
Chennai,455.1,574.1,105.7,2.3,8.62,64.8,143.6
Kolkata,46.2,346.7,52.3,54.1,2.85,21.2,405.2
Bangalore,216.2,142.4,145.3,53.2,1.57,136.1,142.6
Delhi,223.7,185.6,70.4,22.4,3.31,89.7,107.5
Mumbai,375.2,258.3,16.4,40.7,8.31,24.8,179.0
Chennai,17.2,205.0,44.0,95.7,6.09,194.8,177.1
Kolkata,366.3,508.5,52.5,80.4,9.08,121.7,486.7
Bangalore,494.8,483.4,91.9,41.0,6.92,122.1,241.5
Delhi,261.5,36.7,119.5,46.8,6.76,88.5,44.7
Mumbai,82.0,599.5,77.5,45.8,5.43,38.0,181.9
Chennai,335.5,346.3,3.8,18.8,9.67,137.9,263.0
Kolkata,60.0,166.0,131.1,76.8,1.23,135.6,373.2
Bangalore,204.4,304.0,123.0,40.9,2.81,36.4,74.9
Delhi,285.5,536.1,103.1,39.2,3.0,104.9,173.7
Mumbai,71.4,305.0,19.5,10.7,8.94,183.1,176.1
Chennai,308.0,363.9,26.8,48.8,4.55,100.5,165.4
Kolkata,341.4,364.7,38.9,25.6,2.4,6.9,11.2
Bangalore,3.4,550.0,18.7,89.5,1.91,13.5,147.6
Delhi,310.8,195.2,3.0,25.9,1.84,76.0,146.0
Mumbai,443.4,125.7,0.7,12.8,8.47,6.5,255.0
Chennai,88.7,296.6,31.3,96.5,1.4,119.2,421.2
Kolkata,40.8,470.6,92.4,8.8,8.86,7.4,17.7
Bangalore,109.9,518.9,144.3,57.8,6.78,191.7,335.6
Delhi,129.3,488.3,39.4,99.7,4.46,165.8,375.6
Mumbai,34.6,323.7,144.1,59.7,5.47,32.8,296.9
Chennai,449.6,502.4,1.1,90.3,1.85,103.5,429.6
Kolkata,382.0,224.5,107.6,90.9,7.03,109.5,118.2
Bangalore,62.9,285.0,10.5,88.1,6.03,165.8,489.0
Delhi,454.0,594.2,75.3,96.4,3.6,161.9,85.9
Mumbai,214.7,321.2,10.6,47.1,6.1,174.7,375.5
Chennai,219.7,15.0,78.5,27.9,3.4,184.0,319.0
Kolkata,374.7,574.4,53.0,71.1,8.05,51.3,295.6
Bangalore,347.0,515.5,136.7,32.3,4.54,172.0,295.8
Delhi,212.2,522.1,109.7,48.3,6.52,125.7,272.8
Mumbai,338.9,279.1,2.4,83.3,5.82,151.0,256.4
Chennai,159.7,420.0,126.1,65.9,4.16,40.7,263.6
Kolkata,377.0,112.9,91.0,10.9,1.9,50.8,133.9
Bangalore,72.1,178.8,128.1,81.8,9.17,163.7,263.5
Delhi,319.5,160.4,15.4,39.3,5.96,9.5,233.4
Mumbai,151.5,315.6,147.1,41.3,5.1,189.2,457.5
Chennai,269.2,306.3,14.4,81.5,0.79,107.2,312.9
Kolkata,80.8,336.4,113.8,53.0,5.68,117.3,295.3
Bangalore,26.7,159.7,7.3,24.4,2.37,166.1,388.3
Delhi,390.4,5.9,62.4,39.6,6.52,187.6,19.5
Mumbai,123.1,464.7,126.7,62.1,1.56,122.7,394.8
Chennai,480.3,522.4,30.2,84.2,9.35,86.9,492.3
Kolkata,231.8,572.7,56.2,21.8,0.62,72.8,318.5
Bangalore,85.6,391.3,2.3,2.0,5.51,199.5,122.8
Delhi,347.0,168.2,61.6,95.9,8.12,146.3,164.0
Mumbai,20.7,470.6,122.9,28.7,9.44,153.4,188.9
Chennai,2.0,359.8,45.3,52.4,5.13,35.1,356.0
Kolkata,169.1,439.1,12.9,78.6,4.13,105.3,383.0
Bangalore,498.1,9.4,120.4,77.2,8.55,81.3,356.3
Delhi,291.5,492.2,75.9,39.6,4.84,126.1,238.3
Mumbai,377.2,497.7,42.6,93.7,8.63,172.6,304.0
Chennai,94.1,38.2,54.1,35.0,0.21,122.3,104.2
Kolkata,32.8,291.7,61.2,83.5,0.59,149.3,57.7
Bangalore,467.5,493.4,53.7,4.5,6.66,48.0,165.8
Delhi,262.0,472.7,96.0,99.3,9.86,190.3,496.9
